Device_ID,Timestamp,Device_Type,Battery_Level,Signal_Strength_dBm,Latency_ms,Data_Volume_MB,Local_Model_Accuracy,Privacy_Budget_Used,User_Heart_Rate,Location_X,Location_Y
DEV_01572,2025-01-02 02:12:00,SmartSensor,43.5,-50.4,5.078,85.52,0.7731,0.37,85,666.81,188.01
DEV_01573,2025-01-02 02:13:00,IndustrialController,78.43,-69.3,1.871,77.95,0.9449,1.3,65,759.64,720.88
DEV_01574,2025-01-02 02:14:00,SmartSensor,45.56,-43.8,5.238,27.78,0.7117,2.24,53,564.19,213.24
DEV_01575,2025-01-02 02:15:00,SmartSensor,69.58,-73.1,6.643,114.52,0.9031,3.22,70,972.9,495.36
DEV_01576,2025-01-02 02:16:00,IndustrialController,55.38,-51.6,0.801,9.92,0.8526,4.55,69,389.03,761.91
DEV_01577,2025-01-02 02:17:00,IndustrialController,79.02,-57.0,10.528,3.45,0.7018,2.9,52,371.77,720.46
DEV_01578,2025-01-02 02:18:00,Wearable,43.42,-69.0,5.415,52.19,0.7831,0.41,75,947.25,593.31
DEV_01579,2025-01-02 02:19:00,AutonomousVehicle,92.29,-50.0,4.138,12.46,0.7211,1.01,41,431.72,70.32
DEV_01580,2025-01-02 02:20:00,Wearable,12.37,-60.2,13.584,14.2,0.8579,3.7,81,895.4,622.36
DEV_01581,2025-01-02 02:21:00,AutonomousVehicle,70.93,-51.3,3.293,59.09,0.8469,2.8,91,287.21,717.17
DEV_01582,2025-01-02 02:22:00,Wearable,83.32,-50.6,0.93,23.09,0.8389,4.41,64,586.63,69.25
DEV_01583,2025-01-02 02:23:00,Wearable,11.58,-63.4,4.931,26.58,0.8596,0.66,59,937.03,555.55
DEV_01584,2025-01-02 02:24:00,IndustrialController,79.98,-56.2,2.678,2.73,0.7972,2.44,80,850.98,422.91
DEV_01585,2025-01-02 02:25:00,Wearable,66.6,-50.7,3.55,40.53,0.8163,1.36,83,748.49,381.39
DEV_01586,2025-01-02 02:26:00,AutonomousVehicle,60.77,-63.4,2.485,30.14,0.7578,3.6,71,266.65,678.47
DEV_01587,2025-01-02 02:27:00,AutonomousVehicle,43.41,-51.8,2.977,13.76,0.8282,1.04,59,11.72,518.53
DEV_01588,2025-01-02 02:28:00,IndustrialController,37.39,-51.5,2.068,105.77,0.8651,2.74,73,229.87,986.43
DEV_01589,2025-01-02 02:29:00,SmartSensor,78.43,-64.6,2.565,123.9,0.9006,0.13,62,962.26,488.18
DEV_01590,2025-01-02 02:30:00,IndustrialController,79.96,-64.6,3.16,155.83,0.7099,0.65,103,571.68,649.41
DEV_01591,2025-01-02 02:31:00,AutonomousVehicle,18.23,-48.5,1.938,37.71,0.8421,0.37,59,937.26,847.14
DEV_01592,2025-01-02 02:32:00,SmartSensor,11.34,-52.9,5.639,3.93,0.814,3.52,57,463.96,865.68
DEV_01593,2025-01-02 02:33:00,Wearable,68.03,-59.1,3.335,24.84,0.85,0.82,83,273.3,419.65
DEV_01594,2025-01-02 02:34:00,Wearable,52.93,-69.7,3.551,36.98,0.8974,3.28,82,860.95,694.45
DEV_01595,2025-01-02 02:35:00,AutonomousVehicle,73.35,-50.7,6.025,5.01,0.7175,1.46,82,630.5,530.05
DEV_01596,2025-01-02 02:36:00,AutonomousVehicle,84.99,-58.2,4.108,31.98,0.801,3.75,61,330.23,171.87
DEV_01597,2025-01-02 02:37:00,AutonomousVehicle,19.18,-55.3,9.016,0.52,0.8675,2.77,85,165.52,888.65
DEV_01598,2025-01-02 02:38:00,Wearable,64.9,-64.9,2.484,108.66,0.829,2.65,82,242.67,176.75
DEV_01599,2025-01-02 02:39:00,IndustrialController,12.36,-57.8,4.181,242.09,0.7057,0.58,87,202.69,149.72
DEV_01600,2025-01-02 02:40:00,AutonomousVehicle,18.9,-63.2,1.492,18.58,0.7311,0.62,85,519.31,406.22
DEV_01601,2025-01-02 02:41:00,IndustrialController,35.95,-45.8,1.309,35.48,0.7145,4.45,83,111.53,752.06
DEV_01602,2025-01-02 02:42:00,AutonomousVehicle,87.66,-59.0,9.703,63.93,0.7698,4.63,72,826.37,11.05
DEV_01603,2025-01-02 02:43:00,Wearable,87.72,-53.5,14.17,26.25,0.9141,0.11,81,918.38,787.72
DEV_01604,2025-01-02 02:44:00,SmartSensor,52.81,-84.1,2.279,21.8,0.7656,1.64,64,183.09,664.77
DEV_01605,2025-01-02 02:45:00,SmartSensor,90.19,-44.0,2.736,141.57,0.7953,1.33,66,673.42,290.18
DEV_01606,2025-01-02 02:46:00,Wearable,59.08,-42.0,5.165,31.39,0.8331,4.12,75,460.47,230.63
DEV_01607,2025-01-02 02:47:00,Wearable,12.13,-52.3,1.22,2.15,0.7615,1.71,57,240.66,226.81
DEV_01608,2025-01-02 02:48:00,SmartSensor,63.19,-65.7,5.858,3.84,0.9438,0.33,52,120.36,768.07
DEV_01609,2025-01-02 02:49:00,Wearable,43.33,-78.8,2.822,38.51,0.9486,4.9,86,276.39,648.68
DEV_01610,2025-01-02 02:50:00,Wearable,74.24,-56.9,0.828,0.19,0.8864,0.26,88,913.33,427.88
DEV_01611,2025-01-02 02:51:00,SmartSensor,76.07,-71.7,3.549,23.29,0.7592,2.46,87,908.8,869.95
DEV_01612,2025-01-02 02:52:00,AutonomousVehicle,75.03,-55.4,16.19,151.25,0.8791,3.24,55,960.72,407.93
DEV_01613,2025-01-02 02:53:00,IndustrialController,79.59,-77.1,3.249,46.14,0.9272,1.77,102,832.33,573.74
DEV_01614,2025-01-02 02:54:00,AutonomousVehicle,96.15,-67.1,0.865,4.15,0.9071,0.93,65,447.01,699.74
DEV_01615,2025-01-02 02:55:00,SmartSensor,11.4,-40.5,1.236,88.05,0.7406,2.97,68,56.3,735.74
DEV_01616,2025-01-02 02:56:00,Wearable,87.02,-53.7,0.57,6.79,0.7372,1.09,68,330.25,761.46
DEV_01617,2025-01-02 02:57:00,IndustrialController,49.81,-65.3,6.71,9.2,0.7696,0.56,89,647.17,861.64
DEV_01618,2025-01-02 02:58:00,Wearable,60.52,-67.9,3.059,30.28,0.7408,2.66,99,344.54,544.58
DEV_01619,2025-01-02 02:59:00,IndustrialController,61.17,-53.5,0.501,73.41,0.7103,2.47,66,253.14,614.58
DEV_01620,2025-01-02 03:00:00,AutonomousVehicle,47.68,-75.6,1.052,8.71,0.8106,1.84,76,965.54,151.88
DEV_01621,2025-01-02 03:01:00,SmartSensor,34.92,-59.2,3.897,195.32,0.8349,4.17,70,292.04,55.51
DEV_01622,2025-01-02 03:02:00,Wearable,52.89,-55.6,4.457,22.47,0.9454,2.04,74,838.07,488.09
DEV_01623,2025-01-02 03:03:00,AutonomousVehicle,18.01,-66.1,1.758,47.14,0.7405,1.97,69,371.2,379.66
DEV_01624,2025-01-02 03:04:00,Wearable,46.16,-47.9,1.813,7.17,0.8159,2.93,70,89.11,172.12
DEV_01625,2025-01-02 03:05:00,SmartSensor,54.56,-67.5,1.289,153.56,0.8989,2.34,68,319.63,706.96
DEV_01626,2025-01-02 03:06:00,SmartSensor,25.2,-75.8,4.373,80.79,0.8669,4.9,74,687.12,790.4
DEV_01627,2025-01-02 03:07:00,Wearable,55.86,-50.9,7.144,15.44,0.8712,1.86,66,292.84,597.59
DEV_01628,2025-01-02 03:08:00,AutonomousVehicle,42.73,-53.7,2.67,37.58,0.9287,2.07,60,757.34,442.8
DEV_01629,2025-01-02 03:09:00,SmartSensor,94.98,-53.6,3.833,160.38,0.9272,0.96,72,732.48,580.65
DEV_01630,2025-01-02 03:10:00,Wearable,87.95,-48.6,3.805,96.94,0.9452,2.5,83,218.66,295.29
DEV_01631,2025-01-02 03:11:00,SmartSensor,77.16,-40.8,1.882,8.55,0.72,2.3,83,186.02,275.63
DEV_01632,2025-01-02 03:12:00,IndustrialController,42.62,-55.9,3.965,57.83,0.9465,4.41,70,29.28,766.7
DEV_01633,2025-01-02 03:13:00,AutonomousVehicle,60.64,-48.1,1.47,8.64,0.75,2.42,77,678.42,288.45
DEV_01634,2025-01-02 03:14:00,Wearable,57.41,-67.4,2.863,25.65,0.7203,0.33,71,886.84,369.37
DEV_01635,2025-01-02 03:15:00,AutonomousVehicle,52.01,-48.0,2.751,25.02,0.8613,4.31,73,106.18,91.55
DEV_01636,2025-01-02 03:16:00,SmartSensor,11.64,-60.2,2.421,7.52,0.9491,2.31,79,6.23,820.11
DEV_01637,2025-01-02 03:17:00,Wearable,17.28,-53.8,2.781,7.72,0.8964,0.32,67,675.32,540.9
DEV_01638,2025-01-02 03:18:00,Wearable,53.23,-54.0,4.371,178.91,0.9245,0.15,72,552.0,856.07
DEV_01639,2025-01-02 03:19:00,IndustrialController,66.55,-69.2,3.558,29.69,0.7643,3.77,85,581.38,605.24
DEV_01640,2025-01-02 03:20:00,SmartSensor,47.56,-69.2,2.077,31.39,0.7964,2.39,63,320.73,488.34
DEV_01641,2025-01-02 03:21:00,AutonomousVehicle,44.28,-53.9,3.371,121.22,0.7645,2.51,70,906.64,20.49
DEV_01642,2025-01-02 03:22:00,Wearable,73.87,-62.6,2.037,13.36,0.864,2.03,73,576.24,377.81
DEV_01643,2025-01-02 03:23:00,IndustrialController,67.37,-47.0,2.342,28.64,0.8823,4.86,84,88.45,819.04
DEV_01644,2025-01-02 03:24:00,AutonomousVehicle,27.08,-63.4,2.094,60.59,0.9482,3.31,64,656.66,724.77
DEV_01645,2025-01-02 03:25:00,AutonomousVehicle,85.95,-48.8,5.129,29.53,0.8366,3.15,59,260.36,215.5
DEV_01646,2025-01-02 03:26:00,Wearable,74.04,-46.0,2.112,5.7,0.8253,2.22,100,373.44,156.77
DEV_01647,2025-01-02 03:27:00,SmartSensor,37.92,-64.5,9.434,114.6,0.8702,4.44,69,558.78,299.13
DEV_01648,2025-01-02 03:28:00,Wearable,26.99,-70.6,3.965,2.84,0.884,1.42,91,310.58,54.08
DEV_01649,2025-01-02 03:29:00,SmartSensor,11.33,-68.9,1.018,79.9,0.8126,2.02,71,741.65,986.35
DEV_01650,2025-01-02 03:30:00,Wearable,10.12,-66.3,0.651,11.47,0.9271,4.55,90,764.17,350.31
DEV_01651,2025-01-02 03:31:00,Wearable,65.62,-67.1,1.11,39.08,0.8826,1.01,84,551.27,706.38
DEV_01652,2025-01-02 03:32:00,SmartSensor,69.98,-57.8,5.303,9.31,0.889,1.33,84,59.34,228.49
DEV_01653,2025-01-02 03:33:00,IndustrialController,54.7,-62.8,1.518,0.77,0.8038,3.05,77,517.36,892.03
DEV_01654,2025-01-02 03:34:00,IndustrialController,75.45,-71.0,1.625,121.44,0.7061,4.77,83,891.61,858.82
DEV_01655,2025-01-02 03:35:00,Wearable,10.31,-45.9,4.987,26.48,0.793,3.16,80,972.18,646.09
DEV_01656,2025-01-02 03:36:00,AutonomousVehicle,67.42,-68.0,1.785,16.96,0.7613,0.61,79,364.71,828.55
DEV_01657,2025-01-02 03:37:00,SmartSensor,93.26,-63.7,3.323,104.37,0.7132,0.38,59,98.38,894.19
DEV_01658,2025-01-02 03:38:00,SmartSensor,43.96,-72.0,21.471,13.44,0.9464,3.33,95,878.85,706.34
DEV_01659,2025-01-02 03:39:00,Wearable,69.12,-64.9,2.232,75.89,0.8584,0.59,65,250.31,760.09
DEV_01660,2025-01-02 03:40:00,IndustrialController,81.87,-52.1,1.36,1.0,0.7644,1.94,64,193.41,509.48
DEV_01661,2025-01-02 03:41:00,Wearable,77.15,-57.3,4.853,16.06,0.9051,1.79,55,370.51,602.24
DEV_01662,2025-01-02 03:42:00,AutonomousVehicle,45.95,-44.9,0.726,3.36,0.9326,4.51,68,844.09,146.3
DEV_01663,2025-01-02 03:43:00,IndustrialController,87.61,-70.6,4.479,6.14,0.7897,1.98,84,718.36,530.52
DEV_01664,2025-01-02 03:44:00,Wearable,12.13,-68.6,12.895,103.45,0.7703,4.24,66,8.4,965.58
DEV_01665,2025-01-02 03:45:00,SmartSensor,86.62,-59.0,4.502,62.99,0.8067,2.91,101,243.6,571.08
DEV_01666,2025-01-02 03:46:00,Wearable,57.13,-59.3,13.996,86.08,0.8175,3.82,50,261.72,818.34
DEV_01667,2025-01-02 03:47:00,SmartSensor,58.66,-78.3,5.591,4.4,0.9251,1.56,67,985.42,733.91
DEV_01668,2025-01-02 03:48:00,Wearable,74.64,-68.3,6.3,44.15,0.9112,2.42,58,192.61,775.46
DEV_01669,2025-01-02 03:49:00,AutonomousVehicle,37.54,-50.4,1.547,3.11,0.8898,1.79,97,439.99,490.26
DEV_01670,2025-01-02 03:50:00,SmartSensor,41.33,-52.8,5.463,15.79,0.7137,4.84,72,482.77,973.87
DEV_01671,2025-01-02 03:51:00,Wearable,61.36,-59.4,1.578,8.16,0.7059,4.55,90,193.88,986.85
DEV_01672,2025-01-02 03:52:00,IndustrialController,44.89,-79.1,10.623,13.96,0.9177,1.4,77,543.46,839.8
DEV_01673,2025-01-02 03:53:00,AutonomousVehicle,43.35,-53.6,2.725,21.6,0.7599,3.51,80,68.4,434.4
DEV_01674,2025-01-02 03:54:00,IndustrialController,97.44,-39.7,7.283,26.61,0.8063,3.76,87,588.82,645.2
DEV_01675,2025-01-02 03:55:00,Wearable,97.79,-71.6,4.66,21.52,0.7873,0.81,92,484.11,779.09
DEV_01676,2025-01-02 03:56:00,SmartSensor,56.29,-53.9,5.018,31.09,0.8017,0.87,68,926.75,983.11
DEV_01677,2025-01-02 03:57:00,IndustrialController,92.65,-46.2,2.389,24.01,0.8833,2.37,90,403.17,338.7
DEV_01678,2025-01-02 03:58:00,Wearable,82.75,-47.7,2.895,155.98,0.7441,4.94,69,306.98,924.01
DEV_01679,2025-01-02 03:59:00,AutonomousVehicle,53.05,-67.3,5.233,27.86,0.9168,4.04,90,191.97,806.79
DEV_01680,2025-01-02 04:00:00,IndustrialController,72.05,-52.0,12.394,24.09,0.7891,1.07,80,649.13,918.84
DEV_01681,2025-01-02 04:01:00,AutonomousVehicle,21.14,-66.0,1.846,114.02,0.8081,1.73,68,598.5,560.4
DEV_01682,2025-01-02 04:02:00,SmartSensor,53.9,-67.5,5.695,2.3,0.7774,2.49,85,21.29,465.81
DEV_01683,2025-01-02 04:03:00,AutonomousVehicle,31.6,-57.7,6.196,17.86,0.907,3.47,78,985.9,230.53
DEV_01684,2025-01-02 04:04:00,IndustrialController,55.18,-55.8,0.929,0.07,0.884,0.23,82,472.18,638.51
DEV_01685,2025-01-02 04:05:00,AutonomousVehicle,70.78,-50.6,4.317,9.12,0.7582,2.04,58,963.35,739.4
DEV_01686,2025-01-02 04:06:00,IndustrialController,80.63,-65.8,0.712,47.13,0.7672,0.55,71,712.14,268.06
DEV_01687,2025-01-02 04:07:00,SmartSensor,36.9,-59.1,0.679,52.6,0.9398,3.18,74,733.83,822.55
DEV_01688,2025-01-02 04:08:00,AutonomousVehicle,69.65,-52.2,6.177,85.99,0.784,1.41,66,601.85,962.65
DEV_01689,2025-01-02 04:09:00,SmartSensor,56.74,-50.1,2.126,88.86,0.7447,2.87,95,326.23,576.97
DEV_01690,2025-01-02 04:10:00,AutonomousVehicle,43.03,-66.8,10.326,7.08,0.898,0.62,92,745.34,762.82
DEV_01691,2025-01-02 04:11:00,SmartSensor,83.28,-77.6,1.921,80.89,0.8142,1.71,68,955.73,144.28
DEV_01692,2025-01-02 04:12:00,Wearable,29.49,-71.8,4.199,6.37,0.754,3.99,69,782.91,627.54
DEV_01693,2025-01-02 04:13:00,AutonomousVehicle,11.8,-63.1,2.712,162.33,0.904,2.83,69,730.08,483.94
DEV_01694,2025-01-02 04:14:00,AutonomousVehicle,16.22,-54.2,0.881,91.8,0.7321,1.93,58,651.68,948.98
DEV_01695,2025-01-02 04:15:00,Wearable,42.39,-52.9,5.237,92.0,0.8776,2.28,65,750.46,93.03
DEV_01696,2025-01-02 04:16:00,SmartSensor,69.72,-67.4,4.195,32.82,0.7536,1.32,74,857.63,966.49
DEV_01697,2025-01-02 04:17:00,IndustrialController,12.52,-67.2,3.45,89.16,0.8265,3.48,76,755.18,310.54
DEV_01698,2025-01-02 04:18:00,IndustrialController,54.4,-59.6,2.701,221.64,0.9326,3.48,73,532.2,458.39
DEV_01699,2025-01-02 04:19:00,AutonomousVehicle,58.41,-65.6,1.341,31.57,0.9356,4.49,85,234.48,247.32
DEV_01700,2025-01-02 04:20:00,Wearable,81.2,-64.6,3.828,139.56,0.7428,2.14,90,915.16,411.57
DEV_01701,2025-01-02 04:21:00,Wearable,55.86,-69.8,1.72,5.6,0.7662,3.37,63,712.04,305.62
DEV_01702,2025-01-02 04:22:00,AutonomousVehicle,99.86,-61.3,2.392,46.29,0.877,0.99,86,910.25,348.49
DEV_01703,2025-01-02 04:23:00,IndustrialController,64.39,-63.8,5.628,60.7,0.9271,2.94,81,405.35,664.79
DEV_01704,2025-01-02 04:24:00,Wearable,79.38,-60.3,3.33,23.65,0.7645,4.49,59,924.53,479.27
DEV_01705,2025-01-02 04:25:00,Wearable,65.24,-51.8,5.446,138.72,0.8278,4.42,50,540.0,696.28
DEV_01706,2025-01-02 04:26:00,AutonomousVehicle,56.75,-50.3,0.277,47.18,0.8934,3.8,66,141.75,33.68
DEV_01707,2025-01-02 04:27:00,IndustrialController,39.1,-63.1,6.669,36.39,0.8166,4.46,60,341.47,131.55
DEV_01708,2025-01-02 04:28:00,IndustrialController,79.15,-51.7,3.464,2.97,0.8725,0.82,93,899.48,799.69
DEV_01709,2025-01-02 04:29:00,AutonomousVehicle,73.84,-62.8,4.168,85.39,0.8236,1.15,93,353.34,802.28
DEV_01710,2025-01-02 04:30:00,SmartSensor,34.32,-77.0,6.183,9.01,0.9452,4.33,79,915.99,853.3
DEV_01711,2025-01-02 04:31:00,SmartSensor,69.87,-36.3,1.24,43.17,0.9066,0.79,68,970.65,879.74
DEV_01712,2025-01-02 04:32:00,IndustrialController,47.04,-46.8,2.929,102.67,0.9359,3.28,61,587.2,653.88
DEV_01713,2025-01-02 04:33:00,IndustrialController,63.15,-81.3,2.885,92.79,0.8575,4.49,86,563.53,680.98
DEV_01714,2025-01-02 04:34:00,IndustrialController,68.04,-55.0,1.258,2.91,0.7751,1.34,69,323.83,30.94
DEV_01715,2025-01-02 04:35:00,Wearable,59.34,-55.6,1.384,18.98,0.7566,2.98,69,197.8,597.7
DEV_01716,2025-01-02 04:36:00,IndustrialController,68.55,-54.8,8.995,25.18,0.8765,3.87,85,363.95,138.25
DEV_01717,2025-01-02 04:37:00,Wearable,98.33,-53.0,1.913,85.36,0.9007,2.77,63,61.57,8.0
DEV_01718,2025-01-02 04:38:00,SmartSensor,44.53,-54.7,3.646,33.47,0.8185,2.19,91,785.22,89.13
DEV_01719,2025-01-02 04:39:00,Wearable,94.43,-67.3,1.526,7.6,0.8292,1.37,68,801.47,794.78
DEV_01720,2025-01-02 04:40:00,SmartSensor,35.11,-76.0,6.735,4.45,0.8595,0.98,87,812.97,208.35
DEV_01721,2025-01-02 04:41:00,AutonomousVehicle,62.43,-45.9,5.627,137.88,0.9295,4.64,74,41.05,177.53
DEV_01722,2025-01-02 04:42:00,IndustrialController,25.18,-54.7,2.128,17.67,0.8322,1.62,63,195.84,686.0
DEV_01723,2025-01-02 04:43:00,AutonomousVehicle,90.68,-47.9,2.024,40.53,0.7488,3.73,90,312.18,914.97
DEV_01724,2025-01-02 04:44:00,AutonomousVehicle,95.75,-87.3,3.853,105.91,0.8707,3.88,76,229.51,934.98
DEV_01725,2025-01-02 04:45:00,AutonomousVehicle,24.27,-60.5,1.59,135.36,0.7775,3.93,58,554.67,660.88
DEV_01726,2025-01-02 04:46:00,AutonomousVehicle,37.94,-56.7,5.914,26.86,0.8602,3.39,77,463.22,515.14
DEV_01727,2025-01-02 04:47:00,Wearable,84.44,-63.4,1.466,11.42,0.745,3.98,89,754.21,251.17
DEV_01728,2025-01-02 04:48:00,SmartSensor,31.45,-51.6,4.632,27.88,0.7814,4.24,71,207.3,242.07
DEV_01729,2025-01-02 04:49:00,SmartSensor,38.86,-49.3,2.622,28.87,0.7387,1.85,89,600.5,206.05
DEV_01730,2025-01-02 04:50:00,AutonomousVehicle,30.06,-68.4,2.207,10.05,0.8696,3.11,72,281.31,832.36
DEV_01731,2025-01-02 04:51:00,Wearable,37.19,-42.0,2.222,18.15,0.7748,3.35,80,942.34,237.98
DEV_01732,2025-01-02 04:52:00,Wearable,73.48,-65.2,4.922,2.2,0.7125,1.37,80,11.43,599.61
DEV_01733,2025-01-02 04:53:00,Wearable,58.47,-50.5,1.57,77.13,0.9326,2.38,83,194.95,939.51
DEV_01734,2025-01-02 04:54:00,Wearable,95.65,-66.1,2.989,67.09,0.8405,3.83,68,670.26,31.41
DEV_01735,2025-01-02 04:55:00,Wearable,51.42,-66.0,1.792,179.86,0.8921,2.71,75,815.16,173.28
DEV_01736,2025-01-02 04:56:00,Wearable,20.19,-60.7,3.375,9.36,0.7665,3.46,84,269.74,99.18
DEV_01737,2025-01-02 04:57:00,IndustrialController,14.29,-61.2,0.869,118.86,0.7857,2.97,80,413.47,996.52
DEV_01738,2025-01-02 04:58:00,AutonomousVehicle,12.49,-51.9,4.299,52.2,0.7426,3.02,85,763.56,764.3
DEV_01739,2025-01-02 04:59:00,AutonomousVehicle,73.85,-48.1,2.653,6.8,0.7837,3.21,83,877.42,903.53
DEV_01740,2025-01-02 05:00:00,IndustrialController,82.26,-60.0,9.35,44.97,0.7676,1.09,95,379.69,12.41
DEV_01741,2025-01-02 05:01:00,AutonomousVehicle,82.73,-65.0,3.003,11.22,0.8047,0.57,84,205.41,530.05
DEV_01742,2025-01-02 05:02:00,SmartSensor,84.69,-61.7,2.179,74.74,0.8571,3.14,70,426.53,217.67
DEV_01743,2025-01-02 05:03:00,SmartSensor,30.16,-69.1,0.816,12.5,0.8002,4.4,95,80.09,184.7
DEV_01744,2025-01-02 05:04:00,Wearable,36.78,-49.5,2.937,49.07,0.7352,0.16,62,706.34,834.7
DEV_01745,2025-01-02 05:05:00,SmartSensor,28.76,-60.4,3.184,95.34,0.713,3.61,55,573.98,832.78
DEV_01746,2025-01-02 05:06:00,Wearable,95.66,-63.6,2.819,18.12,0.7046,1.96,65,636.76,765.17
DEV_01747,2025-01-02 05:07:00,IndustrialController,40.29,-75.3,3.953,79.11,0.7672,3.7,66,315.05,90.31
DEV_01748,2025-01-02 05:08:00,AutonomousVehicle,94.02,-51.6,6.596,51.67,0.9191,1.89,66,890.08,774.29
DEV_01749,2025-01-02 05:09:00,SmartSensor,15.77,-51.9,6.415,29.1,0.8503,1.05,65,528.08,564.06
DEV_01750,2025-01-02 05:10:00,Wearable,30.65,-44.3,3.2,0.04,0.7607,2.92,88,186.42,483.05
DEV_01751,2025-01-02 05:11:00,SmartSensor,61.12,-64.7,2.291,17.45,0.7963,0.6,81,68.99,894.88
DEV_01752,2025-01-02 05:12:00,SmartSensor,46.08,-55.1,2.397,67.76,0.7451,0.54,87,959.43,242.94
DEV_01753,2025-01-02 05:13:00,SmartSensor,37.48,-51.4,2.298,41.67,0.8287,0.76,74,373.77,442.71
DEV_01754,2025-01-02 05:14:00,SmartSensor,83.81,-55.3,12.566,7.56,0.819,1.81,76,183.37,308.49
DEV_01755,2025-01-02 05:15:00,IndustrialController,42.48,-67.2,2.661,11.57,0.8069,0.81,58,523.14,910.2
DEV_01756,2025-01-02 05:16:00,Wearable,36.23,-56.1,5.374,79.59,0.8975,2.77,70,877.48,661.6
DEV_01757,2025-01-02 05:17:00,SmartSensor,76.15,-64.5,4.163,46.8,0.8697,3.32,65,709.48,794.44
DEV_01758,2025-01-02 05:18:00,Wearable,27.01,-62.2,6.825,82.49,0.784,1.14,71,285.41,553.22
DEV_01759,2025-01-02 05:19:00,IndustrialController,14.52,-60.9,1.165,0.15,0.8651,3.52,83,253.24,421.72
DEV_01760,2025-01-02 05:20:00,SmartSensor,56.19,-63.5,4.646,53.27,0.753,0.42,73,928.68,410.99
DEV_01761,2025-01-02 05:21:00,AutonomousVehicle,21.27,-72.6,3.852,31.02,0.725,2.34,76,467.25,714.88
DEV_01762,2025-01-02 05:22:00,IndustrialController,49.63,-79.5,4.119,57.9,0.8372,1.05,84,584.79,652.89
DEV_01763,2025-01-02 05:23:00,SmartSensor,65.18,-60.4,5.172,16.22,0.9297,0.92,87,495.87,12.36
DEV_01764,2025-01-02 05:24:00,SmartSensor,62.7,-33.5,1.659,46.95,0.7947,3.4,71,821.36,419.97
DEV_01765,2025-01-02 05:25:00,Wearable,89.24,-48.1,5.672,35.43,0.8384,1.8,94,354.8,697.69
DEV_01766,2025-01-02 05:26:00,AutonomousVehicle,35.95,-32.9,1.453,1.23,0.7532,1.91,78,690.84,997.89
DEV_01767,2025-01-02 05:27:00,AutonomousVehicle,77.03,-63.0,6.884,59.11,0.7699,4.1,79,289.8,661.67
DEV_01768,2025-01-02 05:28:00,AutonomousVehicle,72.47,-60.7,2.072,7.58,0.7439,1.41,78,17.29,128.58
DEV_01769,2025-01-02 05:29:00,SmartSensor,77.87,-54.2,0.837,10.89,0.8152,4.2,94,838.55,823.87
DEV_01770,2025-01-02 05:30:00,Wearable,51.2,-71.3,7.837,0.01,0.8981,2.52,57,410.18,494.58
DEV_01771,2025-01-02 05:31:00,Wearable,56.56,-77.4,2.125,38.82,0.8792,1.73,79,570.74,961.62
DEV_01772,2025-01-02 05:32:00,AutonomousVehicle,51.14,-58.7,2.441,84.16,0.8368,0.92,65,941.84,139.72
DEV_01773,2025-01-02 05:33:00,AutonomousVehicle,35.96,-61.2,0.389,6.7,0.9342,3.52,63,285.38,528.63
DEV_01774,2025-01-02 05:34:00,IndustrialController,56.29,-63.5,11.847,24.97,0.7576,0.77,101,983.97,179.79
DEV_01775,2025-01-02 05:35:00,IndustrialController,92.24,-46.4,4.181,53.66,0.7203,3.73,90,309.12,410.51
DEV_01776,2025-01-02 05:36:00,Wearable,65.56,-43.5,3.751,166.42,0.7863,3.89,84,107.08,342.12
DEV_01777,2025-01-02 05:37:00,Wearable,68.37,-58.6,2.754,32.42,0.8342,4.47,75,213.73,37.34
DEV_01778,2025-01-02 05:38:00,AutonomousVehicle,96.25,-55.0,2.572,6.08,0.7124,3.95,82,300.83,291.82
DEV_01779,2025-01-02 05:39:00,AutonomousVehicle,46.14,-65.8,1.697,27.01,0.8443,0.65,59,956.5,368.34
DEV_01780,2025-01-02 05:40:00,Wearable,10.84,-61.6,8.083,43.46,0.8694,4.93,89,362.05,317.43
DEV_01781,2025-01-02 05:41:00,AutonomousVehicle,28.8,-50.2,3.118,24.78,0.7147,1.98,75,163.72,881.42
DEV_01782,2025-01-02 05:42:00,IndustrialController,40.16,-82.7,8.113,7.03,0.8697,4.69,75,797.98,268.87
DEV_01783,2025-01-02 05:43:00,IndustrialController,11.31,-56.1,2.736,22.25,0.7613,0.6,81,958.59,524.82
DEV_01784,2025-01-02 05:44:00,SmartSensor,24.63,-49.7,3.329,45.77,0.9448,2.8,87,593.83,47.58
DEV_01785,2025-01-02 05:45:00,AutonomousVehicle,71.91,-56.9,0.985,0.04,0.8406,4.73,70,117.22,217.2
DEV_01786,2025-01-02 05:46:00,Wearable,40.7,-64.1,12.935,3.49,0.7789,1.29,64,792.09,471.38
DEV_01787,2025-01-02 05:47:00,IndustrialController,19.23,-67.8,0.459,40.26,0.7083,2.87,75,129.47,69.75
DEV_01788,2025-01-02 05:48:00,SmartSensor,96.26,-43.2,3.766,12.31,0.8472,4.53,83,823.33,961.69
DEV_01789,2025-01-02 05:49:00,SmartSensor,91.02,-71.1,10.968,6.76,0.8216,2.46,68,628.45,845.67
DEV_01790,2025-01-02 05:50:00,IndustrialController,84.25,-61.5,3.862,8.14,0.8933,4.74,100,931.03,419.22
DEV_01791,2025-01-02 05:51:00,AutonomousVehicle,22.17,-54.1,2.685,0.17,0.7176,2.02,76,358.67,484.26
